"索引","核酸提取编号","华大编号","提取日期","样本类型","核酸类型","样本体积(ml)/质量(mg)","提取方法","浓度(ng/ul)","体积(ul)","冰箱位置","孔板号","孔位","提取总量(ng)","成功建库使用量(ng)","失败建库使用量(ng)","科研项目使用量(ng)","其他使用量(ng)","剩余量(ng)","备注","上次修改时间","创建时间"
"2098","19P5803598","19P5803598","2000-01-01","P","cfDNA","4","美基XP双选法","1.76","43","无","无","无","75.68","10","0","0","0","65.68","无","2020/08/20 06:31","2020/08/20 06:30"
"2099","19P5803599","19P5803599","2000-01-01","P","cfDNA","4","美基XP双选法","0.46","43","无","无","无","19.78","10","0","0","0","9.78","无","2020/08/20 06:31","2020/08/20 06:30"
"2100","19P5803600","19P5803600","2000-01-01","P","cfDNA","4","美基XP双选法","1.87","43","无","无","无","80.41","10","0","0","0","70.41","无","2020/08/20 06:31","2020/08/20 06:30"
"2101","19P5803601","19P5803601","2000-01-01","P","cfDNA","4","美基XP双选法","1.98","43","无","无","无","85.14","10","0","0","0","75.14","无","2020/08/20 06:31","2020/08/20 06:30"
"2102","19P5803602","19P5803602","2000-01-01","P","cfDNA","4","美基XP双选法","2.04","43","无","无","无","87.72","10","0","0","0","77.72","无","2020/08/20 06:31","2020/08/20 06:30"
"2103","19P5803603","19P5803603","2000-01-01","P","cfDNA","4","美基XP双选法","1.35","43","无","无","无","58.05","10","0","0","0","48.05","无","2020/08/20 06:31","2020/08/20 06:30"
"2104","19P5803604","19P5803604","2000-01-01","P","cfDNA","4","美基XP双选法","0.888","43","无","无","无","38.184","10","0","0","0","28.184","无","2020/08/20 06:31","2020/08/20 06:30"
"2105","19P5803605","19P5803605","2000-01-01","P","cfDNA","4","美基XP双选法","1.5","43","无","无","无","64.5","10","0","0","0","54.5","无","2020/08/20 06:31","2020/08/20 06:30"
"2106","19P5803606","19P5803606","2000-01-01","P","cfDNA","4","美基XP双选法","0.658","43","无","无","无","28.294","10","0","0","0","18.294","无","2020/08/20 06:31","2020/08/20 06:30"
"2107","19P5803607","19P5803607","2000-01-01","P","cfDNA","4","美基XP双选法","8.98","43","无","无","无","386.14","10","0","0","0","376.14","无","2020/08/20 06:31","2020/08/20 06:30"
"2108","19P5803608","19P5803608","2000-01-01","P","cfDNA","4","美基XP双选法","0.596","43","无","无","无","25.628","10","0","0","0","15.628","无","2020/08/20 06:31","2020/08/20 06:30"
"2109","19P5803609","19P5803609","2000-01-01","P","cfDNA","3","美基XP双选法","1.25","43","无","无","无","53.75","10","0","0","0","43.75","无","2020/08/20 06:31","2020/08/20 06:30"
"2110","19P5803610","19P5803610","2000-01-01","P","cfDNA","4","美基XP双选法","0.714","43","无","无","无","30.702","10","0","0","0","20.702","无","2020/08/20 06:31","2020/08/20 06:30"
"2111","19P5803611","19P5803611","2000-01-01","P","cfDNA","4","美基XP双选法","7.88","43","无","无","无","338.84","10","0","0","0","328.84","无","2020/08/20 06:31","2020/08/20 06:30"
"2112","19P5803612","19P5803612","2000-01-01","P","cfDNA","4","美基XP双选法","1.15","43","无","无","无","49.45","10","0","0","0","39.45","无","2020/08/20 06:31","2020/08/20 06:30"
"2113","19P5803613","19P5803613","2000-01-01","P","cfDNA","4","美基XP双选法","2.94","43","无","无","无","126.42","10","0","0","0","116.42","无","2020/08/20 06:31","2020/08/20 06:30"
"2114","19P5803614","19P5803614","2000-01-01","P","cfDNA","4","美基XP双选法","3.92","43","无","无","无","168.56","10","0","0","0","158.56","无","2020/08/20 06:31","2020/08/20 06:30"
"2115","19P5803615","19P5803615","2000-01-01","P","cfDNA","4","美基XP双选法","13.2","43","无","无","无","567.6","10","0","0","0","557.6","无","2020/08/20 06:31","2020/08/20 06:30"
"2116","19P5803616","19P5803616","2000-01-01","P","cfDNA","4","美基XP双选法","0.58","43","无","无","无","24.94","10","0","0","0","14.94","无","2020/08/20 06:31","2020/08/20 06:30"
"2117","19P5803617","19P5803617","2000-01-01","P","cfDNA","4","美基XP双选法","1.27","43","无","无","无","54.61","10","0","0","0","44.61","无","2020/08/20 06:31","2020/08/20 06:30"
"2118","19P5803618","19P5803618","2000-01-01","P","cfDNA","4","美基XP双选法","0.894","43","无","无","无","38.442","10","0","0","0","28.442","无","2020/08/20 06:31","2020/08/20 06:30"
"2119","19P5803619","19P5803619","2000-01-01","P","cfDNA","4","美基XP双选法","1.06","43","无","无","无","45.58","10","0","0","0","35.58","无","2020/08/20 06:31","2020/08/20 06:30"
"2120","19P5803620","19P5803620","2000-01-01","P","cfDNA","4","美基XP双选法","1.55","43","无","无","无","66.65","10","0","0","0","56.65","无","2020/08/20 06:31","2020/08/20 06:30"
"2121","19P5803621","19P5803621","2000-01-01","P","cfDNA","4","美基XP双选法","1.7","43","无","无","无","73.1","10","0","0","0","63.1","无","2020/08/20 06:31","2020/08/20 06:30"
"2122","19P5803622","19P5803622","2000-01-01","P","cfDNA","4","美基XP双选法","0.46","43","无","无","无","19.78","10","0","0","0","9.78","无","2020/08/20 06:31","2020/08/20 06:30"
"2123","19P5803623","19P5803623","2000-01-01","P","cfDNA","4","美基XP双选法","10.9","43","无","无","无","468.7","10","0","0","0","458.7","无","2020/08/20 06:31","2020/08/20 06:30"
"2124","19P5803624","19P5803624","2000-01-01","P","cfDNA","4","美基XP双选法","11.4","43","无","无","无","490.2","10","0","0","0","480.2","无","2020/08/20 06:31","2020/08/20 06:30"
"2125","19P5803625","19P5803625","2000-01-01","P","cfDNA","4","美基XP双选法","10.4","43","无","无","无","447.2","10","0","0","0","437.2","无","2020/08/20 06:31","2020/08/20 06:30"
"2126","19P5803626","19P5803626","2000-01-01","P","cfDNA","4","美基XP双选法","9.82","43","无","无","无","422.26","10","0","0","0","412.26","无","2020/08/20 06:31","2020/08/20 06:30"
"2127","19P5803627","19P5803627","2000-01-01","P","cfDNA","4","美基XP双选法","1.7","43","无","无","无","73.1","10","0","0","0","63.1","无","2020/08/20 06:31","2020/08/20 06:30"
"2128","19P5803628","19P5803628","2000-01-01","P","cfDNA","4","美基XP双选法","1.74","43","无","无","无","74.82","10","0","0","0","64.82","无","2020/08/20 06:31","2020/08/20 06:30"
"2129","19P5803629","19P5803629","2000-01-01","P","cfDNA","4","美基XP双选法","2.04","43","无","无","无","87.72","10","0","0","0","77.72","无","2020/08/20 06:31","2020/08/20 06:30"
"2130","19P5803630","19P5803630","2000-01-01","P","cfDNA","4","美基XP双选法","0.548","43","无","无","无","23.564","10","0","0","0","13.564","无","2020/08/20 06:31","2020/08/20 06:30"
"2131","19P5803631","19P5803631","2000-01-01","P","cfDNA","4","美基XP双选法","1.61","43","无","无","无","69.23","10","0","0","0","59.23","无","2020/08/20 06:31","2020/08/20 06:30"
"2132","19P5803632","19P5803632","2000-01-01","P","cfDNA","4","美基XP双选法","11.7","43","无","无","无","503.1","10","0","0","0","493.1","无","2020/08/20 06:31","2020/08/20 06:30"
"2133","19P5803633","19P5803633","2000-01-01","P","cfDNA","4","美基XP双选法","1.62","43","无","无","无","69.66","10","0","0","0","59.66","无","2020/08/20 06:31","2020/08/20 06:30"
"2134","19P5803634","19P5803634","2000-01-01","P","cfDNA","4","美基XP双选法","0.708","43","无","无","无","30.444","10","0","0","0","20.444","无","2020/08/20 06:31","2020/08/20 06:30"
"2135","19P5803635","19P5803635","2000-01-01","P","cfDNA","4","美基XP双选法","0.938","43","无","无","无","40.334","10","0","0","0","30.334","无","2020/08/20 06:31","2020/08/20 06:30"
"2136","19P5803636","19P5803636","2000-01-01","P","cfDNA","4","美基XP双选法","7.14","43","无","无","无","307.02","10","0","0","0","297.02","无","2020/08/20 06:31","2020/08/20 06:30"
"2137","19P5803637","19P5803637","2000-01-01","P","cfDNA","4","美基XP双选法","1.95","43","无","无","无","83.85","10","0","0","0","73.85","无","2020/08/20 06:31","2020/08/20 06:30"
"2138","19P5803638","19P5803638","2000-01-01","P","cfDNA","4","美基XP双选法","0.664","43","无","无","无","28.552","10","0","0","0","18.552","无","2020/08/20 06:31","2020/08/20 06:30"
"2139","19P5803639","19P5803639","2000-01-01","P","cfDNA","4","美基XP双选法","2.96","43","无","无","无","127.28","10","0","0","0","117.28","无","2020/08/20 06:31","2020/08/20 06:30"
"2140","19P5803640","19P5803640","2000-01-01","P","cfDNA","4","美基XP双选法","1.89","43","无","无","无","81.27","10","0","0","0","71.27","无","2020/08/20 06:31","2020/08/20 06:30"
"2141","19P5803641","19P5803641","2000-01-01","P","cfDNA","4","美基XP双选法","1.41","43","无","无","无","60.63","10","0","0","0","50.63","无","2020/08/20 06:31","2020/08/20 06:30"
"2142","19P5803642","19P5803642","2000-01-01","P","cfDNA","4","美基XP双选法","1.33","43","无","无","无","57.19","10","0","0","0","47.19","无","2020/08/20 06:31","2020/08/20 06:30"
"2143","19P5803643","19P5803643","2000-01-01","P","cfDNA","4","美基XP双选法","1.8","43","无","无","无","77.4","10","0","0","0","67.4","无","2020/08/20 06:31","2020/08/20 06:30"
"2144","19P5803644","19P5803644","2000-01-01","P","cfDNA","4","美基XP双选法","1.07","43","无","无","无","46.01","10","0","0","0","36.01","无","2020/08/20 06:31","2020/08/20 06:30"
"2145","19P5803645","19P5803645","2000-01-01","P","cfDNA","4","美基XP双选法","0.592","43","无","无","无","25.456","10","0","0","0","15.456","无","2020/08/20 06:31","2020/08/20 06:30"
"2146","19P5803646","19P5803646","2000-01-01","P","cfDNA","4","美基XP双选法","2.12","43","无","无","无","91.16","10","0","0","0","81.16","无","2020/08/20 06:31","2020/08/20 06:30"
"2147","19P5803647","19P5803647","2000-01-01","P","cfDNA","4","美基XP双选法","1.49","43","无","无","无","64.07","10","0","0","0","54.07","无","2020/08/20 06:31","2020/08/20 06:30"
"2148","19P5803648","19P5803648","2000-01-01","P","cfDNA","4","美基XP双选法","1.77","43","无","无","无","76.11","10","0","0","0","66.11","无","2020/08/20 06:31","2020/08/20 06:30"
"2149","19P5803649","19P5803649","2000-01-01","P","cfDNA","4","美基XP双选法","3.64","43","无","无","无","156.52","10","0","0","0","146.52","无","2020/08/20 06:31","2020/08/20 06:30"
"2150","19P5803650","19P5803650","2000-01-01","P","cfDNA","3","美基XP双选法","1.29","43","无","无","无","55.47","10","0","0","0","45.47","无","2020/08/20 06:31","2020/08/20 06:30"
"2151","19P5803651","19P5803651","2000-01-01","P","cfDNA","4","美基XP双选法","0.412","43","无","无","无","17.716","10","0","0","0","7.716","无","2020/08/20 06:31","2020/08/20 06:30"
"2152","19P5803652","19P5803652","2000-01-01","P","cfDNA","4","美基XP双选法","6.82","43","无","无","无","293.26","10","0","0","0","283.26","无","2020/08/20 06:31","2020/08/20 06:30"
"2153","19P5803653","19P5803653","2000-01-01","P","cfDNA","4","美基XP双选法","13.9","43","无","无","无","597.7","10","0","0","0","587.7","无","2020/08/20 06:31","2020/08/20 06:30"
"2154","19P5803654","19P5803654","2000-01-01","P","cfDNA","4","美基XP双选法","2.44","43","无","无","无","104.92","10","0","0","0","94.92","无","2020/08/20 06:31","2020/08/20 06:30"
"2155","19P5803655","19P5803655","2000-01-01","P","cfDNA","4","美基XP双选法","8.14","43","无","无","无","350.02","10","0","0","0","340.02","无","2020/08/20 06:31","2020/08/20 06:30"
"2156","19P5803656","19P5803656","2000-01-01","P","cfDNA","4","美基XP双选法","1.3","43","无","无","无","55.9","10","0","0","0","45.9","无","2020/08/20 06:31","2020/08/20 06:30"
"2157","19P5803657","19P5803657","2000-01-01","P","cfDNA","4","美基XP双选法","6.14","43","无","无","无","264.02","10","0","0","0","254.02","无","2020/08/20 06:31","2020/08/20 06:30"
"2158","19P5803658","19P5803658","2000-01-01","P","cfDNA","4","美基XP双选法","8.6","43","无","无","无","369.8","10","0","0","0","359.8","无","2020/08/20 06:31","2020/08/20 06:30"
"2159","19P6714067","19P6714067","2000-01-01","P","cfDNA","4","美基XP双选法","4.08","43","无","无","无","175.44","10","0","0","0","165.44","无","2020/08/20 06:31","2020/08/20 06:30"
"2160","19P5803659","19P5803659","2000-01-01","P","cfDNA","4","美基XP双选法","4.06","43","无","无","无","174.58","10","0","0","0","164.58","无","2020/08/20 06:31","2020/08/20 06:30"
"2161","19P5803660","19P5803660","2000-01-01","P","cfDNA","4","美基XP双选法","1.53","43","无","无","无","65.79","10","0","0","0","55.79","无","2020/08/20 06:31","2020/08/20 06:30"
"2162","19P0126495","19P0126495","2000-01-01","P","cfDNA","2.8","无","1","42","无","无","无","42","10","0","0","0","32","无","2020/08/20 06:31","2020/08/20 06:30"
"2163","19P0126496","19P0126496","2000-01-01","P","cfDNA","2.8","无","0.83","42","无","无","无","34.86","10","0","0","0","24.86","无","2020/08/20 06:31","2020/08/20 06:30"
"2164","19P0126497","19P0126497","2000-01-01","P","cfDNA","2.5","无","0.97","42","无","无","无","40.74","10","0","0","0","30.74","无","2020/08/20 06:31","2020/08/20 06:30"
"2165","19P0126498","19P0126498","2000-01-01","P","cfDNA","2.2","无","0.79","42","无","无","无","33.18","10","0","0","0","23.18","无","2020/08/20 06:31","2020/08/20 06:30"
"2166","19P0126499","19P0126499","2000-01-01","P","cfDNA","0.8","无","0.402","42","无","无","无","16.884","0","0","0","0","16.884","无","2020/08/20 06:30","2020/08/20 06:30"
"2167","19P0126501","19P0126501","2000-01-01","P","cfDNA","0.7","无","0.31","42","无","无","无","13.02","10","0","0","0","3.02","无","2020/08/20 06:31","2020/08/20 06:30"
"2168","19P0126502","19P0126502","2000-01-01","P","cfDNA","2.8","无","0.702","42","无","无","无","29.484","0","0","0","0","29.484","无","2020/08/20 06:30","2020/08/20 06:30"
"2169","19P0126503","19P0126503","2000-01-01","P","cfDNA","1.2","无","0.524","42","无","无","无","22.008","0","0","0","0","22.008","无","2020/08/20 06:30","2020/08/20 06:30"
"2170","19P0126504","19P0126504","2000-01-01","P","cfDNA","0.8","无","0.496","42","无","无","无","20.832","0","0","0","0","20.832","无","2020/08/20 06:30","2020/08/20 06:30"
"2171","19P0126505","19P0126505","2000-01-01","P","cfDNA","2","无","0.862","42","无","无","无","36.204","10","0","0","0","26.204","无","2020/08/20 06:31","2020/08/20 06:30"
"2172","19P0126506","19P0126506","2000-01-01","P","cfDNA","0.8","无","0.55","42","无","无","无","23.1","0","0","0","0","23.1","无","2020/08/20 06:30","2020/08/20 06:30"
"2173","19P0126507","19P0126507","2000-01-01","P","cfDNA","1","无","0.544","42","无","无","无","22.848","0","0","0","0","22.848","无","2020/08/20 06:30","2020/08/20 06:30"
"2174","19P0126508","19P0126508","2000-01-01","P","cfDNA","2.5","无","0.662","42","无","无","无","27.804","0","0","0","0","27.804","无","2020/08/20 06:30","2020/08/20 06:30"
"2175","19P0126509","19P0126509","2000-01-01","P","cfDNA","1","无","0.334","42","无","无","无","14.028","10","0","0","0","4.028","无","2020/08/20 06:31","2020/08/20 06:30"
"2176","19P0126510","19P0126510","2000-01-01","P","cfDNA","2.5","无","0.76","42","无","无","无","31.92","10","0","0","0","21.92","无","2020/08/20 06:31","2020/08/20 06:30"
"2177","19P0126511","19P0126511","2000-01-01","P","cfDNA","2.8","无","0.486","42","无","无","无","20.412","0","0","0","0","20.412","无","2020/08/20 06:30","2020/08/20 06:30"
"2178","19P0126512","19P0126512","2000-01-01","P","cfDNA","0.8","无","0.494","42","无","无","无","20.748","0","0","0","0","20.748","无","2020/08/20 06:30","2020/08/20 06:30"
"2179","19P0126513","19P0126513","2000-01-01","P","cfDNA","2.4","无","0.286","42","无","无","无","12.012","10","0","0","0","2.012","无","2020/08/20 06:31","2020/08/20 06:30"
"2180","19P0126514","19P0126514","2000-01-01","P","cfDNA","1.4","无","0.39","41.99999999999999","无","无","无","16.38","0","0","0","0","16.38","无","2020/08/20 06:30","2020/08/20 06:30"
"2181","19P0126515","19P0126515","2000-01-01","P","cfDNA","2.8","无","1.13","42","无","无","无","47.46","10","0","0","0","37.46","无","2020/08/20 06:31","2020/08/20 06:30"
"2182","19P0126516","19P0126516","2000-01-01","P","cfDNA","3","无","0.704","42","无","无","无","29.568","0","0","0","0","29.568","无","2020/08/20 06:30","2020/08/20 06:30"
"2183","19P0126517","19P0126517","2000-01-01","P","cfDNA","2.9","无","1.1","42","无","无","无","46.2","10","0","0","0","36.2","无","2020/08/20 06:31","2020/08/20 06:30"
"2184","19P0126518","19P0126518","2000-01-01","P","cfDNA","3","无","1.67","42","无","无","无","70.14","10","0","0","0","60.14","无","2020/08/20 06:31","2020/08/20 06:30"
"2185","19P0126519","19P0126519","2000-01-01","P","cfDNA","2.8","无","1.59","42","无","无","无","66.78","10","0","0","0","56.78","无","2020/08/20 06:31","2020/08/20 06:30"
"2186","19P0126520","19P0126520","2000-01-01","P","cfDNA","3","无","0.976","42","无","无","无","40.992","10","0","0","0","30.992","无","2020/08/20 06:31","2020/08/20 06:30"
"2187","19P0126521","19P0126521","2000-01-01","P","cfDNA","3.2","无","0.73","42","无","无","无","30.66","10","0","0","0","20.66","无","2020/08/20 06:31","2020/08/20 06:30"
"2188","19P0126522","19P0126522","2000-01-01","P","cfDNA","2.9","无","0.582","42","无","无","无","24.444","0","0","0","0","24.444","无","2020/08/20 06:30","2020/08/20 06:30"
"2189","19P0126523","19P0126523","2000-01-01","P","cfDNA","2.9","无","0.786","42","无","无","无","33.012","10","0","0","0","23.012","无","2020/08/20 06:31","2020/08/20 06:30"
"2190","19P0126524","19P0126524","2000-01-01","P","cfDNA","3","无","0.65","42","无","无","无","27.3","0","0","0","0","27.3","无","2020/08/20 06:30","2020/08/20 06:30"
